"GEOID","NAMELSAD","Particulate.Matter"
"39077916600","Census Tract 9166",7.40379035063938
"39077915400","Census Tract 9154",7.28902185483351
"39077916200","Census Tract 9162",7.76690136724304
"39077915600","Census Tract 9156",7.73513747906239
"39077916100","Census Tract 9161",7.55657494436886
"39077915700","Census Tract 9157",7.53948719885206
"39077916300","Census Tract 9163",7.82785575415753
"39077916400","Census Tract 9164",7.4068880978356
"39077916500","Census Tract 9165",7.39629916433063
"39077916000","Census Tract 9160",7.61832063804021
"39077915900","Census Tract 9159",7.45259249911788
"39077915800","Census Tract 9158",7.59461898004601
"39077915500","Census Tract 9155",7.65018964676058
