"GEOID","NAMELSAD","Particulate.Matter"
"51177020105","Census Tract 201.05",6.1210992784932
"51177020204","Census Tract 202.04",6.91821494881717
"51177020203","Census Tract 202.03",6.59867828305155
"51177020304","Census Tract 203.04",6.62819448595889
"51177020107","Census Tract 201.07",6.59686425225823
"51177020111","Census Tract 201.11",6.64773674840618
"51177020108","Census Tract 201.08",6.66418206443597
"51177020310","Census Tract 203.10",6.30869716430871
"51177020109","Census Tract 201.09",6.64299630722569
"51177020407","Census Tract 204.07",5.96899940401187
"51177020408","Census Tract 204.08",5.97330779769447
"51177020309","Census Tract 203.09",6.52476812639373
"51177020305","Census Tract 203.05",6.97472097156184
"51177020202","Census Tract 202.02",6.77017682193627
"51177020405","Census Tract 204.05",6.07686584224
"51177020307","Census Tract 203.07",6.45345245291068
"51177020306","Census Tract 203.06",6.59086222801444
"51177020113","Census Tract 201.13",6.24057945741342
"51177020114","Census Tract 201.14",6.44110787986735
"51177020112","Census Tract 201.12",6.57431865387318
"51177020110","Census Tract 201.10",6.59258067664536
"51177020308","Census Tract 203.08",6.42327966767599
"51177020311","Census Tract 203.11",6.18610005040314
"51177020403","Census Tract 204.03",6.09455197048763
"51177020406","Census Tract 204.06",5.96296066224839
"51177020404","Census Tract 204.04",6.19374280446466
"51177020201","Census Tract 202.01",6.65565324908407
"51177020205","Census Tract 202.05",6.28143996517666
"51177020106","Census Tract 201.06",6.30951324149004
"51177020104","Census Tract 201.04",6.05253697429185
